wanted,position,positionid,from,start,end
Q15027340,Governor of the Central Bank,Q109745158,Q16730084,2013-11-27,2019-04-04
Q7489668,Speaker of the House of the People,Q109745132,Q2744150,2007-01-31,2010-05-25
Q346240,Prime Minister,Q1335939,Q1397035,2000-10-08,2001-10-28
Q732062,President,Q19364214,Q308184,2000-08-27,2004-10-14
