id,name,relationship,relative,relativename
Q215585,Abdullahi Yusuf Ahmed,spouse,Q5684152,Hawa Abdi Samatar
Q57899,Omar Abdirashid Ali Sharmarke,father,Q308215,Abdirashid Ali Shermarke
