wanted,position,positionid,from,start,end
Q18763758,Minister of Commerce and Industry,Q66499344,Q2744150,2014-01-17,2015-01-12
Q6891368,Minister of Foreign Affairs,Q98685961,Q13522501,2010-11-12,2012-02-20
Q7489668,Speaker of the House of the People,Q109745132,Q2744150,2007-01-31,2010-05-25
